Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
191151310,KM13,19048880,Medical Incident,04/25/2019,04/25/2019,04/25/2019 10:17:17 AM,04/25/2019 10:18:43 AM,04/25/2019 10:18:56 AM,04/25/2019 10:19:26 AM,04/25/2019 10:33:21 AM,04/25/2019 10:47:44 AM,04/25/2019 11:20:05 AM,Code 2 Transport,04/25/2019 11:49:37 AM,300 Block of FINLEY RD,Presidio,94129,B99,51,4631,3,3,3,false,Non Life-threatening,1,PRIVATE,1,7,2,Presidio,"(37.79071125148927, -122.45957973629574)",191151310-KM13
191151315,B05,19048881,Alarms,04/25/2019,04/25/2019,04/25/2019 10:18:23 AM,04/25/2019 10:19:07 AM,04/25/2019 10:19:23 AM,04/25/2019 10:23:24 AM,04/25/2019 10:23:38 AM,,,Fire,04/25/2019 10:24:31 AM,0 Block of CHURCH ST,San Francisco,94114,B02,6,3525,3,3,3,false,Alarm,1,CHIEF,2,2,8,Hayes Valley,"(37.76990741864823, -122.42911088551323)",191151315-B05
191151315,E06,19048881,Alarms,04/25/2019,04/25/2019,04/25/2019 10:18:23 AM,04/25/2019 10:19:07 AM,04/25/2019 10:19:23 AM,04/25/2019 10:20:09 AM,04/25/2019 10:22:10 AM,,,Fire,04/25/2019 10:24:31 AM,0 Block of CHURCH ST,San Francisco,94114,B02,6,3525,3,3,3,true,Alarm,1,ENGINE,1,2,8,Hayes Valley,"(37.76990741864823, -122.42911088551323)",191151315-E06
191151315,T06,19048881,Alarms,04/25/2019,04/25/2019,04/25/2019 10:18:23 AM,04/25/2019 10:19:07 AM,04/25/2019 10:19:23 AM,04/25/2019 10:19:34 AM,,,,Fire,04/25/2019 10:24:31 AM,0 Block of CHURCH ST,San Francisco,94114,B02,6,3525,3,3,3,false,Alarm,1,TRUCK,3,2,8,Hayes Valley,"(37.76990741864823, -122.42911088551323)",191151315-T06
191151324,AM106,19048882,Medical Incident,04/25/2019,04/25/2019,04/25/2019 10:17:12 AM,04/25/2019 10:21:16 AM,04/25/2019 10:21:33 AM,04/25/2019 10:21:54 AM,04/25/2019 10:32:34 AM,,,Against Medical Advice,04/25/2019 11:22:01 AM,1500 Block of SUTTER ST,San Francisco,94109,B04,38,3324,2,2,2,false,Non Life-threatening,1,PRIVATE,1,4,5,Pacific Heights,"(37.78708178866631, -122.4258678201407)",191151324-AM106
191151331,66,19048883,Medical Incident,04/25/2019,04/25/2019,04/25/2019 10:22:05 AM,04/25/2019 10:22:44 AM,04/25/2019 10:23:24 AM,04/25/2019 10:23:30 AM,04/25/2019 10:28:04 AM,,,Unable to Locate,04/25/2019 10:31:58 AM,1100 Block of MISSION ST,San Francisco,94103,B02,1,2315,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,6,South of Market,"(37.77858957403123, -122.41162615229925)",191151331-66
191151331,QRV2,19048883,Medical Incident,04/25/2019,04/25/2019,04/25/2019 10:22:05 AM,04/25/2019 10:22:44 AM,04/25/2019 10:23:24 AM,04/25/2019 10:23:35 AM,04/25/2019 10:27:28 AM,,,Unable to Locate,04/25/2019 10:31:41 AM,1100 Block of MISSION ST,San Francisco,94103,B02,1,2315,3,3,3,true,Potentially Life-Threatening,1,SUPPORT,1,2,6,South of Market,"(37.77858957403123, -122.41162615229925)",191151331-QRV2
191151341,B09,19048884,Alarms,04/25/2019,04/25/2019,04/25/2019 10:22:59 AM,04/25/2019 10:25:09 AM,04/25/2019 10:25:18 AM,04/25/2019 10:27:07 AM,04/25/2019 10:30:34 AM,,,Fire,04/25/2019 10:38:25 AM,200 Block of URBANO DR,San Francisco,94127,B09,19,8445,3,3,3,false,Alarm,1,CHIEF,1,9,7,West of Twin Peaks,"(37.72466860042331, -122.47000607748069)",191151341-B09
191151341,E19,19048884,Alarms,04/25/2019,04/25/2019,04/25/2019 10:22:59 AM,04/25/2019 10:25:09 AM,04/25/2019 10:25:18 AM,04/25/2019 10:25:46 AM,04/25/2019 10:31:42 AM,,,Fire,04/25/2019 10:38:26 AM,200 Block of URBANO DR,San Francisco,94127,B09,19,8445,3,3,3,true,Alarm,1,ENGINE,2,9,7,West of Twin Peaks,"(37.72466860042331, -122.47000607748069)",191151341-E19
191151341,T15,19048884,Alarms,04/25/2019,04/25/2019,04/25/2019 10:22:59 AM,04/25/2019 10:25:09 AM,04/25/2019 10:25:18 AM,04/25/2019 10:25:35 AM,,,,Fire,04/25/2019 10:34:10 AM,200 Block of URBANO DR,San Francisco,94127,B09,19,8445,3,3,3,false,Alarm,1,TRUCK,3,9,7,West of Twin Peaks,"(37.72466860042331, -122.47000607748069)",191151341-T15
191151341,T18,19048884,Alarms,04/25/2019,04/25/2019,04/25/2019 10:22:59 AM,04/25/2019 10:25:09 AM,04/25/2019 10:36:12 AM,,,,,Fire,04/25/2019 10:39:11 AM,200 Block of URBANO DR,San Francisco,94127,B09,19,8445,3,3,3,false,Alarm,1,TRUCK,4,9,7,West of Twin Peaks,"(37.72466860042331, -122.47000607748069)",191151341-T18
191151342,KM01,19048885,Medical Incident,04/25/2019,04/25/2019,04/25/2019 10:23:55 AM,04/25/2019 10:25:13 AM,04/25/2019 10:25:49 AM,04/25/2019 10:26:33 AM,04/25/2019 10:30:13 AM,,,Against Medical Advice,04/25/2019 11:11:04 AM,400 Block of TURK ST,San Francisco,94102,B02,3,1554,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,1,2,6,Tenderloin,"(37.78244849821827, -122.41632744176792)",191151342-KM01
191151342,T03,19048885,Medical Incident,04/25/2019,04/25/2019,04/25/2019 10:23:55 AM,04/25/2019 10:25:13 AM,04/25/2019 10:25:49 AM,04/25/2019 10:27:06 AM,04/25/2019 10:32:50 AM,,,Against Medical Advice,04/25/2019 10:34:07 AM,400 Block of TURK ST,San Francisco,94102,B02,3,1554,3,3,3,false,Potentially Life-Threatening,1,TRUCK,2,2,6,Tenderloin,"(37.78244849821827, -122.41632744176792)",191151342-T03
191151349,71,19048886,Structure Fire,04/25/2019,04/25/2019,04/25/2019 10:26:12 AM,04/25/2019 10:27:14 AM,04/25/2019 10:27:30 AM,04/25/2019 10:27:53 AM,04/25/2019 10:34:04 AM,,,Fire,04/25/2019 10:38:53 AM,1900 Block of ELLIS ST,San Francisco,94115,B05,5,4153,3,3,3,true,Alarm,1,MEDIC,6,5,5,Western Addition,"(37.781516471129876, -122.43868240637275)",191151349-71
191151349,B04,19048886,Structure Fire,04/25/2019,04/25/2019,04/25/2019 10:26:12 AM,04/25/2019 10:27:14 AM,04/25/2019 10:27:30 AM,04/25/2019 10:27:47 AM,04/25/2019 10:33:09 AM,,,Fire,04/25/2019 10:35:08 AM,1900 Block of ELLIS ST,San Francisco,94115,B05,5,4153,3,3,3,false,Alarm,1,CHIEF,4,5,5,Western Addition,"(37.781516471129876, -122.43868240637275)",191151349-B04
191151349,B05,19048886,Structure Fire,04/25/2019,04/25/2019,04/25/2019 10:26:12 AM,04/25/2019 10:27:14 AM,04/25/2019 10:27:30 AM,04/25/2019 10:27:45 AM,04/25/2019 10:33:27 AM,,,Fire,04/25/2019 10:40:54 AM,1900 Block of ELLIS ST,San Francisco,94115,B05,5,4153,3,3,3,false,Alarm,1,CHIEF,5,5,5,Western Addition,"(37.781516471129876, -122.43868240637275)",191151349-B05
191151349,D2,19048886,Structure Fire,04/25/2019,04/25/2019,04/25/2019 10:26:12 AM,04/25/2019 10:27:14 AM,04/25/2019 10:27:30 AM,04/25/2019 10:28:36 AM,,,,Fire,04/25/2019 10:35:08 AM,1900 Block of ELLIS ST,San Francisco,94115,B05,5,4153,3,3,3,false,Alarm,1,CHIEF,8,5,5,Western Addition,"(37.781516471129876, -122.43868240637275)",191151349-D2
191151349,E05,19048886,Structure Fire,04/25/2019,04/25/2019,04/25/2019 10:26:12 AM,04/25/2019 10:27:14 AM,04/25/2019 10:27:30 AM,04/25/2019 10:27:44 AM,04/25/2019 10:32:23 AM,,,Fire,04/25/2019 10:35:08 AM,1900 Block of ELLIS ST,San Francisco,94115,B05,5,4153,3,3,3,false,Alarm,1,ENGINE,3,5,5,Western Addition,"(37.781516471129876, -122.43868240637275)",191151349-E05
191151349,E10,19048886,Structure Fire,04/25/2019,04/25/2019,04/25/2019 10:26:12 AM,04/25/2019 10:27:14 AM,04/25/2019 10:27:30 AM,04/25/2019 10:27:54 AM,,,,Fire,04/25/2019 10:40:34 AM,1900 Block of ELLIS ST,San Francisco,94115,B05,5,4153,3,3,3,true,Alarm,1,ENGINE,7,5,5,Western Addition,"(37.781516471129876, -122.43868240637275)",191151349-E10
191151349,E38,19048886,Structure Fire,04/25/2019,04/25/2019,04/25/2019 10:26:12 AM,04/25/2019 10:27:14 AM,04/25/2019 10:27:30 AM,04/25/2019 10:27:40 AM,04/25/2019 10:31:08 AM,,,Fire,04/25/2019 10:35:08 AM,1900 Block of ELLIS ST,San Francisco,94115,B05,5,4153,3,3,3,true,Alarm,1,ENGINE,2,5,5,Western Addition,"(37.781516471129876, -122.43868240637275)",191151349-E38
191151349,RS1,19048886,Structure Fire,04/25/2019,04/25/2019,04/25/2019 10:26:12 AM,04/25/2019 10:27:14 AM,04/25/2019 10:27:30 AM,04/25/2019 10:27:44 AM,,,,Fire,04/25/2019 10:32:59 AM,1900 Block of ELLIS ST,San Francisco,94115,B05,5,4153,3,3,3,false,Alarm,1,RESCUE SQUAD,10,5,5,Western Addition,"(37.781516471129876, -122.43868240637275)",191151349-RS1
191151349,T05,19048886,Structure Fire,04/25/2019,04/25/2019,04/25/2019 10:26:12 AM,04/25/2019 10:27:14 AM,04/25/2019 10:27:30 AM,04/25/2019 10:29:53 AM,04/25/2019 10:29:53 AM,,,Fire,04/25/2019 10:35:08 AM,1900 Block of ELLIS ST,San Francisco,94115,B05,5,4153,3,3,3,false,Alarm,1,TRUCK,1,5,5,Western Addition,"(37.781516471129876, -122.43868240637275)",191151349-T05
191151349,T10,19048886,Structure Fire,04/25/2019,04/25/2019,04/25/2019 10:26:12 AM,04/25/2019 10:27:14 AM,04/25/2019 10:27:30 AM,04/25/2019 10:28:28 AM,,,,Fire,04/25/2019 10:35:08 AM,1900 Block of ELLIS ST,San Francisco,94115,B05,5,4153,3,3,3,false,Alarm,1,TRUCK,9,5,5,Western Addition,"(37.781516471129876, -122.43868240637275)",191151349-T10
191151354,KM14,19048887,Medical Incident,04/25/2019,04/25/2019,04/25/2019 10:28:04 AM,04/25/2019 10:28:04 AM,04/25/2019 10:29:17 AM,04/25/2019 10:29:41 AM,04/25/2019 10:35:36 AM,04/25/2019 11:10:04 AM,04/25/2019 11:39:52 AM,Code 2 Transport,04/25/2019 12:10:58 PM,1100 Block of FILLMORE ST,San Francisco,94115,B05,5,3535,C,2,2,false,Non Life-threatening,1,PRIVATE,1,5,5,Western Addition,"(37.780021494942154, -122.4321144239413)",191151354-KM14
191151355,B01,19048888,Alarms,04/25/2019,04/25/2019,04/25/2019 10:26:54 AM,04/25/2019 10:28:28 AM,04/25/2019 10:28:39 AM,04/25/2019 10:29:48 AM,04/25/2019 10:34:40 AM,,,Fire,04/25/2019 10:43:00 AM,800 Block of SUTTER ST,San Francisco,94109,B01,3,1463,3,3,3,false,Alarm,1,CHIEF,2,1,3,Nob Hill,"(37.78843884302141, -122.41435234352194)",191151355-B01
191151355,E41,19048888,Alarms,04/25/2019,04/25/2019,04/25/2019 10:26:54 AM,04/25/2019 10:28:28 AM,04/25/2019 10:28:39 AM,04/25/2019 10:29:36 AM,04/25/2019 10:33:12 AM,,,Fire,04/25/2019 10:43:00 AM,800 Block of SUTTER ST,San Francisco,94109,B01,3,1463,3,3,3,false,Alarm,1,ENGINE,1,1,3,Nob Hill,"(37.78843884302141, -122.41435234352194)",191151355-E41
191151355,T02,19048888,Alarms,04/25/2019,04/25/2019,04/25/2019 10:26:54 AM,04/25/2019 10:28:28 AM,04/25/2019 10:28:39 AM,04/25/2019 10:30:29 AM,04/25/2019 10:35:23 AM,,,Fire,04/25/2019 10:39:20 AM,800 Block of SUTTER ST,San Francisco,94109,B01,3,1463,3,3,3,false,Alarm,1,TRUCK,3,1,3,Nob Hill,"(37.78843884302141, -122.41435234352194)",191151355-T02
191151357,65,19048889,Medical Incident,04/25/2019,04/25/2019,04/25/2019 10:27:49 AM,04/25/2019 10:29:23 AM,04/25/2019 10:29:44 AM,04/25/2019 10:29:47 AM,04/25/2019 10:34:45 AM,,,Gone on Arrival,04/25/2019 10:51:56 AM,BEALE ST/HOWARD ST,San Francisco,94105,B03,35,2124,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,Financial District/South Beach,"(37.789926229810604, -122.39427622925423)",191151357-65
191151376,B09,19048890,Traffic Collision,04/25/2019,04/25/2019,04/25/2019 10:34:11 AM,04/25/2019 10:34:11 AM,04/25/2019 10:38:31 AM,04/25/2019 10:38:31 AM,04/25/2019 11:07:52 AM,,,Fire,04/25/2019 11:31:51 AM,URBANO DR/VICTORIA ST,San Francisco,94127,B09,15,8455,2,2,2,false,Non Life-threatening,1,CHIEF,3,9,7,West of Twin Peaks,"(37.72314268097097, -122.4646342230255)",191151376-B09
191151376,D3,19048890,Traffic Collision,04/25/2019,04/25/2019,04/25/2019 10:34:11 AM,04/25/2019 10:34:11 AM,04/25/2019 10:35:20 AM,04/25/2019 10:40:10 AM,04/25/2019 11:03:34 AM,,,Fire,04/25/2019 11:38:31 AM,URBANO DR/VICTORIA ST,San Francisco,94127,B09,15,8455,2,2,2,false,Non Life-threatening,1,CHIEF,2,9,7,West of Twin Peaks,"(37.72314268097097, -122.4646342230255)",191151376-D3
191151376,T15,19048890,Traffic Collision,04/25/2019,04/25/2019,04/25/2019 10:34:11 AM,04/25/2019 10:34:11 AM,04/25/2019 10:34:11 AM,04/25/2019 10:34:11 AM,04/25/2019 10:34:11 AM,,,Fire,04/25/2019 11:32:23 AM,URBANO DR/VICTORIA ST,San Francisco,94127,B09,15,8455,2,2,2,false,Non Life-threatening,1,TRUCK,1,9,7,West of Twin Peaks,"(37.72314268097097, -122.4646342230255)",191151376-T15
191151377,53,19048891,Medical Incident,04/25/2019,04/25/2019,04/25/2019 10:34:16 AM,04/25/2019 10:34:16 AM,04/25/2019 10:34:41 AM,04/25/2019 10:34:45 AM,,,,Cancelled,04/25/2019 10:37:13 AM,0 Block of 6TH ST,San Francisco,94103,B02,1,2248,C,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,South of Market,"(37.78153743312166, -122.4095183414163)",191151377-53
191151383,AM104,19048893,Medical Incident,04/25/2019,04/25/2019,04/25/2019 10:33:36 AM,04/25/2019 10:36:09 AM,04/25/2019 10:36:32 AM,04/25/2019 10:37:48 AM,04/25/2019 10:41:59 AM,04/25/2019 11:11:06 AM,04/25/2019 11:36:38 AM,Code 2 Transport,04/25/2019 12:19:06 PM,0 Block of SPOFFORD ST,San Francisco,94108,B01,13,1313,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,1,1,3,Chinatown,"(37.79458624443584, -122.40732139433702)",191151383-AM104
191151383,E13,19048893,Medical Incident,04/25/2019,04/25/2019,04/25/2019 10:33:36 AM,04/25/2019 10:36:09 AM,04/25/2019 10:36:32 AM,04/25/2019 10:38:30 AM,04/25/2019 10:43:36 AM,,,Code 2 Transport,04/25/2019 10:44:11 AM,0 Block of SPOFFORD ST,San Francisco,94108,B01,13,1313,2,2,2,true,Potentially Life-Threatening,1,ENGINE,2,1,3,Chinatown,"(37.79458624443584, -122.40732139433702)",191151383-E13
191151388,53,19048894,Medical Incident,04/25/2019,04/25/2019,04/25/2019 10:36:52 AM,04/25/2019 10:36:52 AM,04/25/2019 10:37:31 AM,04/25/2019 10:37:35 AM,04/25/2019 10:42:07 AM,04/25/2019 10:53:23 AM,04/25/2019 11:11:58 AM,Code 2 Transport,04/25/2019 11:38:21 AM,1200 Block of FOLSOM ST,San Francisco,94103,B02,1,2322,B,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,6,South of Market,"(37.774341641050704, -122.41078763578497)",191151388-53
191151388,E01,19048894,Medical Incident,04/25/2019,04/25/2019,04/25/2019 10:36:52 AM,04/25/2019 10:36:52 AM,04/25/2019 10:39:25 AM,04/25/2019 10:40:11 AM,,,,Code 2 Transport,04/25/2019 10:43:30 AM,1200 Block of FOLSOM ST,San Francisco,94103,B02,1,2322,B,3,3,true,Potentially Life-Threatening,1,ENGINE,2,2,6,South of Market,"(37.774341641050704, -122.41078763578497)",191151388-E01
191151417,66,19048895,Medical Incident,04/25/2019,04/25/2019,04/25/2019 10:44:47 AM,04/25/2019 10:44:47 AM,04/25/2019 10:45:19 AM,04/25/2019 10:45:36 AM,04/25/2019 11:02:32 AM,04/25/2019 11:20:27 AM,04/25/2019 11:43:21 AM,Code 2 Transport,04/25/2019 12:27:55 PM,700 Block of VALLEJO ST,San Francisco,94133,B01,2,1333,C,2,2,true,Non Life-threatening,1,MEDIC,1,1,3,Chinatown,"(37.798511068450125, -122.40976909112528)",191151417-66
191151421,AM102,19048896,Medical Incident,04/25/2019,04/25/2019,04/25/2019 10:44:26 AM,04/25/2019 10:45:40 AM,04/25/2019 10:46:00 AM,04/25/2019 10:46:37 AM,04/25/2019 10:53:20 AM,04/25/2019 11:21:51 AM,04/25/2019 11:48:15 AM,Code 2 Transport,04/25/2019 12:03:22 PM,300 Block of ARBALLO DR,San Francisco,94132,B08,19,8582,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,8,7,Lakeshore,"(37.72083184102053, -122.48306644123367)",191151421-AM102
191151421,E19,19048896,Medical Incident,04/25/2019,04/25/2019,04/25/2019 10:44:26 AM,04/25/2019 10:45:40 AM,04/25/2019 10:46:00 AM,04/25/2019 10:46:15 AM,04/25/2019 10:48:33 AM,,,Code 2 Transport,04/25/2019 11:11:01 AM,300 Block of ARBALLO DR,San Francisco,94132,B08,19,8582,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,8,7,Lakeshore,"(37.72083184102053, -122.48306644123367)",191151421-E19
191151442,84,19048897,Structure Fire,04/25/2019,04/25/2019,04/25/2019 10:50:13 AM,04/25/2019 10:51:48 AM,04/25/2019 10:52:10 AM,04/25/2019 10:52:14 AM,04/25/2019 10:59:23 AM,,,Fire,04/25/2019 11:02:37 AM,0 Block of GROVE ST,San Francisco,94102,B02,36,1552,3,3,3,true,Alarm,1,MEDIC,6,2,6,Tenderloin,"(37.778539623098034, -122.41739304131445)",191151442-84
191151442,B03,19048897,Structure Fire,04/25/2019,04/25/2019,04/25/2019 10:50:13 AM,04/25/2019 10:51:48 AM,04/25/2019 10:52:10 AM,04/25/2019 10:54:27 AM,,,,Fire,04/25/2019 10:59:24 AM,0 Block of GROVE ST,San Francisco,94102,B02,36,1552,3,3,3,false,Alarm,1,CHIEF,9,2,6,Tenderloin,"(37.778539623098034, -122.41739304131445)",191151442-B03
191151442,D2,19048897,Structure Fire,04/25/2019,04/25/2019,04/25/2019 10:50:13 AM,04/25/2019 10:51:48 AM,04/25/2019 10:52:10 AM,04/25/2019 10:52:26 AM,04/25/2019 10:57:49 AM,,,Fire,04/25/2019 11:00:21 AM,0 Block of GROVE ST,San Francisco,94102,B02,36,1552,3,3,3,false,Alarm,1,CHIEF,4,2,6,Tenderloin,"(37.778539623098034, -122.41739304131445)",191151442-D2
191151442,E01,19048897,Structure Fire,04/25/2019,04/25/2019,04/25/2019 10:50:13 AM,04/25/2019 10:51:48 AM,04/25/2019 10:52:10 AM,04/25/2019 10:53:15 AM,04/25/2019 10:56:19 AM,,,Fire,04/25/2019 11:21:18 AM,0 Block of GROVE ST,San Francisco,94102,B02,36,1552,3,3,3,true,Alarm,1,ENGINE,3,2,6,Tenderloin,"(37.778539623098034, -122.41739304131445)",191151442-E01
191151442,E03,19048897,Structure Fire,04/25/2019,04/25/2019,04/25/2019 10:50:13 AM,04/25/2019 10:51:48 AM,04/25/2019 10:53:19 AM,04/25/2019 10:53:19 AM,04/25/2019 10:55:14 AM,,,Fire,04/25/2019 11:08:44 AM,0 Block of GROVE ST,San Francisco,94102,B02,36,1552,3,3,3,true,Alarm,1,ENGINE,2,2,6,Tenderloin,"(37.778539623098034, -122.41739304131445)",191151442-E03
191151442,E29,19048897,Structure Fire,04/25/2019,04/25/2019,04/25/2019 10:50:13 AM,04/25/2019 10:51:48 AM,04/25/2019 10:52:10 AM,04/25/2019 10:53:34 AM,,,,Fire,04/25/2019 10:54:26 AM,0 Block of GROVE ST,San Francisco,94102,B02,36,1552,3,3,3,true,Alarm,1,ENGINE,11,2,6,Tenderloin,"(37.778539623098034, -122.41739304131445)",191151442-E29
191151442,E41,19048897,Structure Fire,04/25/2019,04/25/2019,04/25/2019 10:50:13 AM,04/25/2019 10:51:48 AM,04/25/2019 10:52:10 AM,04/25/2019 11:03:48 AM,04/25/2019 11:03:51 AM,,,Fire,04/25/2019 11:03:54 AM,0 Block of GROVE ST,San Francisco,94102,B02,36,1552,3,3,3,false,Alarm,1,ENGINE,7,2,6,Tenderloin,"(37.778539623098034, -122.41739304131445)",191151442-E41
191151442,RS1,19048897,Structure Fire,04/25/2019,04/25/2019,04/25/2019 10:50:13 AM,04/25/2019 10:51:48 AM,04/25/2019 10:52:10 AM,04/25/2019 10:53:06 AM,,,,Fire,04/25/2019 10:59:12 AM,0 Block of GROVE ST,San Francisco,94102,B02,36,1552,3,3,3,false,Alarm,1,RESCUE SQUAD,10,2,6,Tenderloin,"(37.778539623098034, -122.41739304131445)",191151442-RS1
191151442,T01,19048897,Structure Fire,04/25/2019,04/25/2019,04/25/2019 10:50:13 AM,04/25/2019 10:51:48 AM,04/25/2019 10:52:10 AM,04/25/2019 10:52:18 AM,04/25/2019 10:57:51 AM,,,Fire,04/25/2019 10:59:25 AM,0 Block of GROVE ST,San Francisco,94102,B02,36,1552,3,3,3,false,Alarm,1,TRUCK,5,2,6,Tenderloin,"(37.778539623098034, -122.41739304131445)",191151442-T01
191151442,T03,19048897,Structure Fire,04/25/2019,04/25/2019,04/25/2019 10:50:13 AM,04/25/2019 10:51:48 AM,04/25/2019 10:52:10 AM,04/25/2019 10:53:05 AM,04/25/2019 10:53:38 AM,,,Fire,04/25/2019 11:27:43 AM,0 Block of GROVE ST,San Francisco,94102,B02,36,1552,3,3,3,false,Alarm,1,TRUCK,1,2,6,Tenderloin,"(37.778539623098034, -122.41739304131445)",191151442-T03
191151449,B04,19048898,Alarms,04/25/2019,04/25/2019,04/25/2019 10:51:06 AM,04/25/2019 10:52:29 AM,04/25/2019 10:53:25 AM,04/25/2019 10:53:42 AM,04/25/2019 10:58:49 AM,,,Fire,04/25/2019 11:05:34 AM,100 Block of EDDY ST,San Francisco,94102,B03,3,1453,3,3,3,false,Alarm,1,CHIEF,1,3,6,Tenderloin,"(37.7842993825154, -122.41014131985163)",191151449-B04
191151449,E02,19048898,Alarms,04/25/2019,04/25/2019,04/25/2019 10:51:06 AM,04/25/2019 10:52:29 AM,04/25/2019 10:53:25 AM,04/25/2019 10:53:33 AM,04/25/2019 10:58:58 AM,,,Fire,04/25/2019 11:05:34 AM,100 Block of EDDY ST,San Francisco,94102,B03,3,1453,3,3,3,true,Alarm,1,ENGINE,2,3,6,Tenderloin,"(37.7842993825154, -122.41014131985163)",191151449-E02
191151449,T02,19048898,Alarms,04/25/2019,04/25/2019,04/25/2019 10:51:06 AM,04/25/2019 10:52:29 AM,04/25/2019 10:53:25 AM,04/25/2019 10:53:44 AM,04/25/2019 11:01:05 AM,,,Fire,04/25/2019 11:05:34 AM,100 Block of EDDY ST,San Francisco,94102,B03,3,1453,3,3,3,false,Alarm,1,TRUCK,3,3,6,Tenderloin,"(37.7842993825154, -122.41014131985163)",191151449-T02
191151462,94,19048899,Medical Incident,04/25/2019,04/25/2019,04/25/2019 10:53:50 AM,04/25/2019 10:55:45 AM,04/25/2019 10:56:11 AM,04/25/2019 10:56:15 AM,04/25/2019 10:59:33 AM,04/25/2019 11:13:07 AM,04/25/2019 11:39:43 AM,Code 2 Transport,04/25/2019 12:10:43 PM,600 Block of MARKET ST,San Francisco,94105,B03,1,2144,E,E,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,Financial District/South Beach,"(37.78892245631014, -122.40163270094851)",191151462-94
191151462,E13,19048899,Medical Incident,04/25/2019,04/25/2019,04/25/2019 10:53:50 AM,04/25/2019 10:55:45 AM,04/25/2019 10:56:11 AM,04/25/2019 10:57:33 AM,04/25/2019 10:58:32 AM,,,Code 2 Transport,04/25/2019 11:08:55 AM,600 Block of MARKET ST,San Francisco,94105,B03,1,2144,E,E,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,Financial District/South Beach,"(37.78892245631014, -122.40163270094851)",191151462-E13
191151462,RC1,19048899,Medical Incident,04/25/2019,04/25/2019,04/25/2019 10:53:50 AM,04/25/2019 10:55:45 AM,04/25/2019 10:56:11 AM,04/25/2019 10:56:20 AM,04/25/2019 11:05:17 AM,,,Code 2 Transport,04/25/2019 11:05:18 AM,600 Block of MARKET ST,San Francisco,94105,B03,1,2144,E,E,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,3,3,6,Financial District/South Beach,"(37.78892245631014, -122.40163270094851)",191151462-RC1
191151483,61,19048900,Medical Incident,04/25/2019,04/25/2019,04/25/2019 10:59:52 AM,04/25/2019 11:01:47 AM,04/25/2019 11:11:28 AM,04/25/2019 11:11:28 AM,04/25/2019 11:17:45 AM,04/25/2019 11:43:45 AM,04/25/2019 12:04:31 PM,Code 2 Transport,04/25/2019 12:43:36 PM,0 Block of FERNWOOD DR,San Francisco,94127,B09,39,8541,2,2,2,false,Non Life-threatening,1,MEDIC,2,9,7,West of Twin Peaks,"(37.73369847814673, -122.46103682536467)",191151483-61
191151483,E39,19048900,Medical Incident,04/25/2019,04/25/2019,04/25/2019 10:59:52 AM,04/25/2019 11:01:47 AM,04/25/2019 11:02:32 AM,04/25/2019 11:03:24 AM,04/25/2019 11:07:55 AM,,,Code 2 Transport,04/25/2019 11:39:09 AM,0 Block of FERNWOOD DR,San Francisco,94127,B09,39,8541,2,2,2,true,Non Life-threatening,1,ENGINE,1,9,7,West of Twin Peaks,"(37.73369847814673, -122.46103682536467)",191151483-E39
191151492,60,19048901,Medical Incident,04/25/2019,04/25/2019,04/25/2019 11:01:52 AM,04/25/2019 11:04:46 AM,04/25/2019 11:05:02 AM,04/25/2019 11:06:10 AM,04/25/2019 11:11:52 AM,04/25/2019 11:22:36 AM,04/25/2019 11:35:04 AM,Code 2 Transport,04/25/2019 12:11:57 PM,0 Block of CONKLING ST,San Francisco,94124,B10,42,6363,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,10,10,Bayview Hunters Point,"(37.73559703343278, -122.40196664003905)",191151492-60
191151492,E42,19048901,Medical Incident,04/25/2019,04/25/2019,04/25/2019 11:01:52 AM,04/25/2019 11:04:46 AM,04/25/2019 11:05:02 AM,04/25/2019 11:05:09 AM,04/25/2019 11:07:06 AM,,,Code 2 Transport,04/25/2019 11:18:31 AM,0 Block of CONKLING ST,San Francisco,94124,B10,42,6363,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.73559703343278, -122.40196664003905)",191151492-E42
